images,mtype,name,package_volume,price,sku,subtype,type,volume,weight
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662103552.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662103552.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662103552_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662103552_3.jpg']",household/toys-games/arts-crafts,"Crayola Color & Activity Book, Incredibles 2",NonexNonexNone,7.99,8023802,arts-crafts,household,8 inchesx0.625 inchesx11.375 inches,0.4 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656017351.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656017351.jpg']",household/toys-games/arts-crafts,"Dino World Dino Ooze, Assorted Fossils",NonexNonexNone,,0371426,arts-crafts,household,6 inchesx1.46 inchesx9 inches,0.38 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662470074.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662470074.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662470074_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662470074_3.jpg']",household/toys-games/arts-crafts,"Crayola Color Wonder Foldalope, Paw Patrol",NonexNonexNone,12.99,8023809,arts-crafts,household,9 inchesx0.75 inchesx11.938 inches,0.45 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662205126.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662205126.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662205126_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662205126_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071662205126_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/images/catalog/product/placeholder/image.jpg']",household/toys-games/arts-crafts,Crayola Art with Edge Just Sayin' Coloring Book,NonexNonexNone,7.99,8023808,arts-crafts,household,8.5 inchesx0.25 inchesx10 inches,0.6 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656054332.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656054332.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656054332_2.jpg']",household/toys-games/arts-crafts,"Mega Glitter Goo, Assorted Glittery Colors",NonexNonexNone,5.99,0378384,arts-crafts,household,3.25 inchesx3.25 inchesx4 inches,1.03 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958110100.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958110100.jpg']",household/toys-games/arts-crafts,"Playskool Jumbo Crayons, Classic Colors - 10 ct",NonexNonexNone,1.99,0360252,arts-crafts,household,4.06 inchesx0.48 inchesx4.84 inches,0.25 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958110346.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958110346.jpg']",household/toys-games/arts-crafts,"Playskool Crayons, Classic Colors - 24 ct",NonexNonexNone,1.69,0360207,arts-crafts,household,2.57 inchesx1 inchesx4.49 inches,0.3 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958111725.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958111725.jpg']",household/toys-games/arts-crafts,Playskool Colored Pencils - 12 ct,NonexNonexNone,2.49,0360206,arts-crafts,household,3.48 inchesx0.33 inchesx8.07 inches,0.15 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958111213.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958111213.jpg']",household/toys-games/arts-crafts,"Playskool Washable Broad Line Markers, Classic Colors - 10 ct",NonexNonexNone,4.29,0360205,arts-crafts,household,6.06 inchesx0.63 inchesx6.62 inches,0.35 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958112111.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958112111.jpg']",household/toys-games/arts-crafts,Playskool Washable School Glue - 4 oz,NonexNonexNone,1.69,0113663,arts-crafts,household,2.5 inchesx1 inchesx5.62 inches,4 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958117840.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958117840.jpg']",household/toys-games/arts-crafts,Playskool Dry Erase Learning Activity Book with Dry Erase Crayon,NonexNonexNone,9.99,0368481,arts-crafts,household,11.5 inchesx0.75 inchesx12 inches,1.3 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958114160.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/7/8/788958114160.jpg']",household/toys-games/arts-crafts,"Playskool Washable Watercolor Paint Set with Brush, Classic Colors - 16 ct",NonexNonexNone,2.69,0360253,arts-crafts,household,3.43 inchesx0.51 inchesx8.7 inches,0.15 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125050095.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125050095.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125050095_2.jpg']",household/toys-games/arts-crafts,ArtSkills Preimum Brush Set,NonexNonexNone,5.99,0377628,arts-crafts,household,2.75 inchesx0.5 inchesx10.25 inches,0.081 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125033975.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125033975.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125033975_2.jpg']",household/toys-games/arts-crafts,ArtSkills MultiColored Project Lights - 20 ct,NonexNonexNone,9.99,0377626,arts-crafts,household,4.5 inchesx1 inchesx10 inches,0.206 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125049808.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125049808.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125049808_2.jpg']",household/toys-games/arts-crafts,ArtSkills Mini Silver Gem Letter Stickers,NonexNonexNone,4.99,0377625,arts-crafts,household,4.5 inchesx0.25 inchesx8 inches,0.065 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125028209.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125028209.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125028209_2.jpg']",household/toys-games/arts-crafts,ArtSkills Sticky Stencils,NonexNonexNone,6.99,0377623,arts-crafts,household,3.75 inchesx0.5 inchesx8 inches,0.343 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125020487.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125020487.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125020487_2.jpg']",household/toys-games/arts-crafts,ArtSkills Letter Stickers and Numbers,NonexNonexNone,3.99,0377622,arts-crafts,household,4.5 inchesx0.16 inchesx8 inches,0.153 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125019689.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125019689.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125019689_2.jpg']",household/toys-games/arts-crafts,ArtSkills 22 x 28 Gold Glitter Framed Poster Board - 1 ct,NonexNonexNone,3.99,0377621,arts-crafts,household,28 inchesx0.01 inchesx22 inches,0.25 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125034934.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125034934.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125034934_2.jpg']",household/toys-games/arts-crafts,ArtSkills Multicolored Large Gems - 28 ct,NonexNonexNone,2.99,0376315,arts-crafts,household,4.5 inchesx0.08 inchesx7.75 inches,0.065 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125022931.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125022931.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125022931_2.jpg']",household/toys-games/arts-crafts,ArtSkills Sparkle Stars Stickers,NonexNonexNone,2.49,0376313,arts-crafts,household,3 inchesx0.16 inchesx9.75 inches,0.047 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125027998.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125027998.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125027998_2.jpg']",household/toys-games/arts-crafts,ArtSkills 4 in & 2.5 in Black Project Letters Combo Pack,NonexNonexNone,5.99,0376312,arts-crafts,household,4.5 inchesx0.75 inchesx8 inches,0.171 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125039779.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125039779.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125039779_2.jpg']",household/toys-games/arts-crafts,ArtSkills 2 in Gold Glitter Letter Stickers - 72 ct,NonexNonexNone,4.99,0376311,arts-crafts,household,4.5 inchesx0.08 inchesx8.25 inches,0.1125 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125049792.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125049792.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/7/672125049792_2.jpg']",household/toys-games/arts-crafts,ArtSkills 1.25 in Silver Gem Letter Stickers,NonexNonexNone,6.49,0377624,arts-crafts,household,4.5 inchesx0.25 inchesx8 inches,0.075 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071444585125.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071444585125.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071444585125_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/071444585125_3.jpg']",household/toys-games/arts-crafts,"Q-Lite Balloons White, 10 Inch - 3 ct.",NonexNonexNone,3.99,0379341,arts-crafts,household,5.5 inchesx1 inchesx8 inches,3 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042409251010.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042409251010.jpg']",household/toys-games/arts-crafts,Oglo BFF Bracelets 1 set,NonexNonexNone,12.99,8013567,arts-crafts,household,8.05 inchesx12.15 inchesx2 inches,4.8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/029116787308.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/029116908963.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/029116787308.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/029116787308_1.jpg']",household/toys-games/arts-crafts,"Disney Activity Fun Pad, Magic Reveal - 1 kit",NonexNonexNone,5.99,0920104,arts-crafts,household,5.63 inchesx1.43 inchesx8.52 inches,0.45 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/5/0/5055964715095.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/5/0/5055964715095.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/5/0/5055964715095_2.jpg']",household/toys-games/action-figures-play-sets,Batman 3D Icon Light,NonexNonexNone,9.99,0378366,action-figures-play-sets,household,4.2 inchesx3.4 inchesx5 inches,0.25 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/4/7/4729836-1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/4/7/4729836-1.jpg']",household/toys-games/action-figures-play-sets,Assorted Matchbox Cars,NonexNonexNone,,4729836,action-figures-play-sets,household,4.2 inchesx6.3 inchesx1.9 inches,0.1181 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656007802.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656007802.jpg']",household/toys-games/action-figures-play-sets,"YoYo Gyro, Assorted Colors",NonexNonexNone,,0363563,action-figures-play-sets,household,5 inchesx2.39 inchesx7 inches,0.15 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/0/605168549042.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/0/605168549042.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/6/0/605168549042_2.jpg']",household/toys-games/action-figures-play-sets,Unicorn Squeeze Popper,NonexNonexNone,9.99,8023110,action-figures-play-sets,household,7 inchesx2.5 inchesx10 inches,1 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656031234.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656031234.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656031234_2.jpg']",household/toys-games/action-figures-play-sets,Jara Fun Play Cash Cash Drawer,NonexNonexNone,5.99,8002098,action-figures-play-sets,household,8.5 inchesx1.15 inchesx13 inches,0.05 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/807648030280.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/807648030280.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/807648030280_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/8/0/807648030280_3.jpg']",household/toys-games/action-figures-play-sets,Hexbug Aquabot,NonexNonexNone,7.99,0362409,action-figures-play-sets,household,8.62 inchesx6.06 inchesx10.67 inches,1 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0352610404038.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0352610404038.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0352610404038_2.jpg']",household/toys-games/action-figures-play-sets,Bingo the Puppy Game,NonexNonexNone,7.99,0378340,action-figures-play-sets,household,7.75 inchesx2.5 inchesx7.75 inches,1 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656003279.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/0467845-1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656003279.jpg']",household/toys-games/action-figures-play-sets,Flarp! Whoopee Cushion - 1 ct,NonexNonexNone,4.29,0467845,action-figures-play-sets,household,6.48 inchesx1.78 inchesx10.85 inches,0.159 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656000414.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656000414.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/075656000414_1.jpg']",household/toys-games/action-figures-play-sets,Flarp! Noise Putty - 3.7 oz ,NonexNonexNone,3.49,0467842,action-figures-play-sets,household,2.35 inchesx2.35 inchesx3 inches,3.7 oz
